cod_a,cod_b,sim_nombre,sim_direccion,mismo_telefono,nombre_a,nombre_b,depto,municipio,idx_a,idx_b
12-13-0100-46,12-13-0109-46,96.875,100.0,True,"COLEGIO PRIVADO MIXTO ""IMPERIAL2","COLEGIO PRIVADO MIXTO ""IMPERIAL""",SAN MARCOS,EL TUMBADOR,2569,2572
20-09-0041-46,20-09-0063-46,96.875,95.0,True,LICEO TECNICO QUEZALTEPEQUE 9NO.,LICEO TÉCNICO QUEZALTEPEQUE 9NO.,CHIQUIMULA,QUEZALTEPEQUE,5300,5308
10-10-0001-46,10-10-0057-46,96.875,49.122807017543856,True,"COLEGIO PRIVADO MIXTO ""AMERICANO""",COLEGIO PRIVADO MIXTO AMERICANO,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,3591,3602
12-29-0034-46,12-29-0052-46,96.82539682539682,100.0,True,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,SAN MARCOS,SAN LORENZO,2869,2882
20-09-0040-46,20-09-1525-46,96.7741935483871,100.0,True,LICEO TECNICO QUEZALTEPEQUE 9.,LICEO TECNICO QUEZALTEPEQUE 9NO.,CHIQUIMULA,QUEZALTEPEQUE,5299,5317
17-05-0302-46,17-05-0355-46,96.7741935483871,100.0,False,"COLEGIO MIXTO DE EDUCACIÓN MEDIA ""EL INNOVADOR""","COLEGO MIXTO DE EDUCACION MEDIA ""EL INNOVADOR""",PETEN,LA LIBERTAD,213,232
04-15-0064-46,04-15-0065-46,96.7741935483871,47.05882352941176,True,INSTITUTO NACIONAL DE EDUCACIÓN DE DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CHIMALTENANGO,ZARAGOZA INED,5094,5095
17-08-0001-46,17-08-3107-46,96.7741935483871,31.11111111111111,True,"LICEO EDUCATIVO ""ARTE Y CULTURA""",LICEO EDUCATIVO ARTE Y CULTURA,PETEN,DOLORES,278,307
01-15-0703-46,01-15-0759-46,96.66666666666667,88.23529411764706,True,LICEO TECNOLÓGICO MAHANAIM 7A.,LICEO TECNOLÓGICO MAHANAIM 8A.,GUATEMALA,VILLA NUEVA,7641,7670
21-07-0001-46,21-07-0119-46,96.62921348314607,100.0,True,COLEGIO PARTICULAR MIXTO EL DIVINO MAESTRO 3A.,COLEGIO PARTICULAR MIXTO DIVINO MAESTRO 3A.,JALAPA,MATAQUESCUINTLA,9290,9303
14-01-0210-46,14-01-5718-46,96.55172413793103,57.77777777777777,True,"COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACIÓN ""CLASSE""",COLEGIO EJECUTIVO PRE-UNIVERSITARIO EN COMPUTACION CLASSE,QUICHE,SANTA CRUZ DEL QUICHE,1090,1127
05-01-0288-46,05-01-0325-46,96.47058823529412,61.111111111111114,True,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR 6A.,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR 3A,ESCUINTLA,ESCUINTLA,5547,5567
12-12-0070-46,12-12-0078-46,96.42857142857143,100.0,False,"COLEGIO CIENTIFICO ""GALILEO""","COLEGIO CIENTÍFICO ""GALILEO""",SAN MARCOS,NUEVO PROGRESO,2520,2527
12-12-0070-46,12-12-0083-46,96.42857142857143,100.0,False,"COLEGIO CIENTIFICO ""GALILEO""","COLEGIO CIENTÍFICO ""GALILEO""",SAN MARCOS,NUEVO PROGRESO,2520,2529
12-12-0070-46,12-12-0085-46,96.42857142857143,100.0,False,"COLEGIO CIENTIFICO ""GALILEO""","COLEGIO CIENTÍFICO ""GALILEO""",SAN MARCOS,NUEVO PROGRESO,2520,2531
01-15-0458-46,01-15-2077-46,96.3855421686747,97.14285714285714,False,CENTRO EDUCATIVO JOSÉ MILLA Y VIDAURRE 2A.,CENTRO EDUCATIVO JOSE MILLA Y VIDAURRE 2A,GUATEMALA,VILLA NUEVA,7549,7719
01-16-0106-46,01-16-9736-46,96.2962962962963,100.0,True,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA 1A.,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA 1A.,GUATEMALA,VILLA CANALES,7896,7964
01-16-0106-46,01-16-9738-46,96.2962962962963,100.0,True,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA 1A.,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA 1A.,GUATEMALA,VILLA CANALES,7896,7965
18-02-0108-46,18-02-0316-46,96.2962962962963,100.0,True,INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE,INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL RÍO DULCE,IZABAL,LIVINGSTON,8891,8906
14-12-0122-46,14-12-0125-46,96.2962962962963,100.0,False,"LICEO PRIVADO ""SANTA MARÍA""","LICEO PRIVADO ""SANTA MARIA""",QUICHE,JOYABAJ,1209,1210
05-13-0073-46,05-13-0097-46,96.2962962962963,98.66666666666667,False,CENTRO PEDAGOGICO GUATEMALA,CENTRO PEDAGÓGICO GUATEMALA,ESCUINTLA,NUEVA CONCEPCION,6169,6182
05-13-0073-46,05-13-2547-46,96.2962962962963,98.66666666666667,False,CENTRO PEDAGOGICO GUATEMALA,CENTRO PEDAGÓGICO GUATEMALA,ESCUINTLA,NUEVA CONCEPCION,6169,6205
18-02-0110-46,18-02-0317-46,96.2962962962963,98.0392156862745,True,INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL RIO DULCE,INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL RÍO DULCE,IZABAL,LIVINGSTON,8892,8907
13-01-0171-46,13-01-0394-46,96.2962962962963,74.50980392156863,True,LICEO PREUNIVERSITARIO DE INFORMATICA 4A,LICEO PREUNIVERSITARIO DE INFORMÁTICA 4A.,HUEHUETENANGO,HUEHUETENANGO,8149,8228
14-20-0142-46,14-20-5813-46,96.2962962962963,39.21568627450981,True,"INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA ""AJ YICHKAN""",INSTITUTO TECNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,QUICHE,IXCAN,1317,1364
12-29-0026-46,12-29-0031-46,96.2962962962963,20.68965517241379,True,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,INSTITUTO TECNOLÓGICO PRIVADO MIXTO EVANGÉLICO SUNESIS,SAN MARCOS,SAN LORENZO,2865,2867
10-01-0245-46,10-01-0387-46,96.25,100.0,True,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADO NUEVO AMANECER CON VISION,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO NUEVO AMANECER CON VISIÓN,SUCHITEPEQUEZ,MAZATENANGO,3372,3435
05-06-0089-46,05-06-0097-46,96.22641509433963,100.0,True,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE 1ERA.,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE 1,ESCUINTLA,TIQUISATE,5942,5947
01-06-0049-46,01-06-0082-46,96.17486338797814,98.63013698630137,False,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO OSORIO,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO,GUATEMALA,CHINAUTLA,6413,6424
08-03-0050-46,08-03-0056-46,96.15384615384616,97.95918367346938,False,"COLEGIO ""CIENCIA Y CULTURA""",COLEGIO CIENCIA Y CULTURA,TOTONICAPAN,SAN FRANCISCO EL ALTO,3835,3837
01-05-0053-46,01-05-0054-46,96.0,100.0,False,COLEGIO GUATEMALTECO TIKAL KILOMETRO,COLEGIO GUATEMALTECO TIKAL KILOMETRO 33,GUATEMALA,PALENCIA,6369,6370
12-29-0036-46,12-29-0054-46,96.0,100.0,True,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,SAN MARCOS,SAN LORENZO,2871,2883
12-29-0037-46,12-29-0054-46,96.0,100.0,True,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,SAN MARCOS,SAN LORENZO,2872,2883
22-01-0369-46,22-01-0371-46,96.0,98.0392156862745,True,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 7A.,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 07,JUTIAPA,JUTIAPA,9376,9378
13-01-0069-46,13-01-0434-46,96.0,97.14285714285714,True,COLEGIO EVANGELICO MIXTO LA AURORA 5A.,COLEGIO EVAGÉLICO MIXTO LA AURORA 5A.,HUEHUETENANGO,HUEHUETENANGO,8131,8251
22-01-0370-46,22-01-0371-46,96.0,97.02970297029702,True,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 7A.,LICEO TECNOLÓGICO BILINGÜE GÉNESIS 07,JUTIAPA,JUTIAPA,9377,9378
01-15-0273-46,01-15-0523-46,96.0,77.77777777777779,True,LICEO PIERRE DE FERMAT 4A.,LICEO PIERRE DE FERMAT 4,GUATEMALA,VILLA NUEVA,7506,7571
01-15-0273-46,01-15-0524-46,96.0,77.77777777777779,True,LICEO PIERRE DE FERMAT 4A.,LICEO PIERRE DE FERMAT 4,GUATEMALA,VILLA NUEVA,7506,7572
01-15-0271-46,01-15-0523-46,96.0,75.67567567567568,True,LICEO PIERRE DE FERMAT 4A.,LICEO PIERRE DE FERMAT 4,GUATEMALA,VILLA NUEVA,7505,7571
01-15-0271-46,01-15-0524-46,96.0,75.67567567567568,True,LICEO PIERRE DE FERMAT 4A.,LICEO PIERRE DE FERMAT 4,GUATEMALA,VILLA NUEVA,7505,7572
07-01-0121-46,07-01-0149-46,95.91836734693877,97.2972972972973,False,CENTRO EDUCATIVO DE FORMACIÓN PROFESIONAL -CEFPRO-,CENTRO EDUCATIVO DE FORMACION PROFESIONAL CEFPRO,SOLOLA,SOLOLA,3127,3131
01-15-0169-46,01-15-0521-46,95.91836734693877,85.71428571428572,True,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE 4A.,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE 3,GUATEMALA,VILLA NUEVA,7469,7569
05-06-0081-46,05-06-0093-46,95.65217391304348,100.0,True,INSTITUTO TECNOLOGIA Y CIENCIA 6TA.,INSTITUTO TECNOLOGÍA Y CIENCIA 6A.,ESCUINTLA,TIQUISATE,5936,5944
03-01-0102-46,03-01-0134-46,95.65217391304348,100.0,False,COLEGIO LICEO ANTIGUEÑO,COLEGIO LICEO ANTIGÜEÑO,SACATEPEQUEZ,ANTIGUA GUATEMALA,1771,1780
15-01-0102-46,15-01-2164-46,95.65217391304348,64.51612903225806,True,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL 5A.,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,BAJA VERAPAZ,SALAMA,4513,4555
13-24-0036-46,13-24-0037-46,95.58823529411765,0.0,True,INSTITUTO NORMAL MIXTO PRIVADO JUAN JOSÉ ARÉVALO BERMEJO CANTÓN REFORMA,INSTITUTO NORMAL PRIVADO JUAN JOSÉ ARÉVALO BERMEJO CANTÓN REFORMA,HUEHUETENANGO,SAN ANTONIO HUISTA,8612,8613
01-10-0153-46,01-10-0154-46,95.55555555555556,100.0,False,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,GUATEMALA,SAN JUAN SACATEPEQUEZ,7102,7103
05-06-0070-46,05-06-0107-46,95.45454545454545,88.88888888888889,True,COLEGIO TECNOLOGICO EN INFORMATICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,ESCUINTLA,TIQUISATE,5932,5953
01-16-0092-46,01-16-0153-46,95.38461538461537,61.29032258064516,True,COLEGIO TECNOLÓGICO CANALEÑO 1A.,COLEGIO TECNOLOGICO CANALEÑO 1RA.,GUATEMALA,VILLA CANALES,7892,7917
20-01-0185-46,20-01-0223-46,95.36423841059603,100.0,False,"COLEGIO CIENTIFICO EN INFORMATICA, ELECTRONICA Y TELECOMUNICACIONES ADY 3A.","COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY 3RA.",CHIQUIMULA,CHIQUIMULA,5139,5150
05-01-0363-46,05-01-0463-46,95.36423841059603,42.85714285714286,True,INSTITUTO OFICIAL MIXTO DE EDUCACIÓN Y BACHILLERATO POR MADUREZ PALMERAS,INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ PALMERAS,ESCUINTLA,ESCUINTLA,5586,5627
20-07-0003-46,20-07-0119-46,95.34883720930233,100.0,True,INSTITUTO TECNICO INDUSTRIAL HENRY FORD 5A,INSTITUTO TÉCNICO INDUSTRIAL HENRY FORD 5TA.,CHIQUIMULA,ESQUIPULAS,5246,5258
20-07-0088-46,20-07-0116-46,95.23809523809523,100.0,True,LICEO DE FORMACION INTEGRAL 8A.,LICEO DE FORMACIÓN INTEGRAL 8VA.,CHIQUIMULA,ESQUIPULAS,5252,5257
04-01-0214-46,04-01-2996-46,95.0,100.0,True,LICEO CIENTÍFICO TECNOLÓGICO EN-GADI 2A.,LICEO CIENTIFICO TECNOLOGICO EN-GADI 2A.,CHIMALTENANGO,CHIMALTENANGO,4731,4855
02-06-0020-46,02-06-0022-46,95.0,100.0,True,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,EL PROGRESO,SANSARE,5460,5462
02-06-0021-46,02-06-0022-46,95.0,100.0,True,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,EL PROGRESO,SANSARE,5461,5462
13-01-0145-46,13-01-0394-46,95.0,100.0,True,LICEO PREUNIVERSITARIO DE INFORMATICA 4,LICEO PREUNIVERSITARIO DE INFORMÁTICA 4A.,HUEHUETENANGO,HUEHUETENANGO,8141,8228
01-08-0441-46,01-08-7098-46,95.0,90.10989010989012,False,COLEGIO IXMUCANÉ 6A.,COLEGIO IXMUCANE 6A.,GUATEMALA,MIXCO,6601,6893
05-02-0051-46,05-02-0076-46,95.0,69.56521739130434,True,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL 3RA,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL 5A.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5715,5727
05-02-0106-46,05-02-2608-46,94.97206703910615,73.6842105263158,True,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ 5TA.,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5744,5820
01-10-9036-46,01-10-9037-46,94.84536082474226,0.0,True,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL (MADUREZ) LOTIFICACION LAS FUENTES CIUDAD QUETZAL,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL LOTIFICACION LAS FUENTES CIUDAD QUETZAL,GUATEMALA,SAN JUAN SACATEPEQUEZ,7187,7188
09-01-0040-46,09-01-0445-46,94.73684210526316,100.0,False,COLELGIO EVANGELICO LA PATRIA,COLEGIO EVANGÉLICO LA PATRIA,QUETZALTENANGO,QUETZALTENANGO,516,621
12-12-0100-46,12-12-0110-46,94.73684210526316,100.0,False,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SAN MARCOS,NUEVO PROGRESO,2536,2545
12-12-0103-46,12-12-0106-46,94.73684210526316,100.0,False,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SAN MARCOS,NUEVO PROGRESO,2539,2542
12-12-0104-46,12-12-0106-46,94.73684210526316,100.0,False,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,SAN MARCOS,NUEVO PROGRESO,2540,2542
19-05-0046-46,19-05-0343-46,94.73684210526316,66.66666666666667,True,COLEGIO DE COMPUTACIÓN DR. HÉCTOR NERI CASTAÑEDA CALDERÓN,COLEGIO DE COMPUTACION DR. HECTOR NERI CASTAÑEDA CALDERON,ZACAPA,TECULUTAN,3982,3992
14-20-0148-46,14-20-0158-46,94.73684210526316,54.54545454545454,True,COLEGIO MIXTO OXLAJUJ B´AQTUN,COLEGIO MIXTO OXLAJU B'AQTUN,QUICHE,IXCAN,1321,1328
12-04-0219-46,12-04-0229-46,94.65648854961832,100.0,True,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",SAN MARCOS,COMITANCILLO,2369,2371
06-09-0037-46,06-09-0047-46,94.44444444444444,45.28301886792453,True,"CENTRO TECNOLOGICO INDUSTRIAL ""CETI""",CENTRO TECNOLOGICO INDUSTRIAL -CETI-,SANTA ROSA,TAXISCO,3059,3061
12-06-0006-46,12-06-0097-46,94.0,38.888888888888886,True,"INSTITUTO TECNOLÓGICO PARTICULAR MIXTO ""CONCEPCIÓN""",INSTITUTO TECNOLOGICO PARTICULAR MIXTO CONCEPCION,SAN MARCOS,CONCEPCION TUTUAPA,2405,2408
01-08-0440-46,01-08-8372-46,93.93939393939394,64.28571428571428,True,COLEGIO MIXTO ESPAÑOL AMERICANO 3A.,COLEGIO MIXTO ESPAÑOL AMERICANO,GUATEMALA,MIXCO,6600,6971
05-02-0045-46,05-02-0072-46,93.87755102040816,100.0,True,LICEO MIXTO SAN JOSE 1RA.,LICEO MIXTO SAN JOSÉ 1A.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5712,5725
12-12-0055-46,12-12-0072-46,93.75,100.0,True,"LICEO ""SAN JOSÉ""","LICEO ""SAN JOSE""",SAN MARCOS,NUEVO PROGRESO,2518,2522
01-15-0487-46,01-15-0516-46,93.67088607594937,73.87387387387388,True,COLEGIO TECNOLÓGICO CEDROS DEL LÍBANO 9A.,COLEGIO TECNOLÓGICO CEDROS DE LIBANO 9,GUATEMALA,VILLA NUEVA,7557,7566
05-10-0019-46,05-10-0025-46,93.5483870967742,100.0,True,CENTRO EDUCATIVO JOSE MARTI 5A.,CENTRO EDUCATIVO JOSÉ MARTÍ 5A.,ESCUINTLA,IZTAPA,6088,6093
03-01-0091-46,03-01-0127-46,93.5483870967742,100.0,True,INSTITUTO TECNICO EMPRESARIAL,INSTITUTO TECNOLOGICO EMPRESARIAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,1767,1776
03-01-0129-46,03-01-1121-46,93.5483870967742,93.61702127659575,True,INSTITUTO TECNOLOGICO EMPRESARIAL,INSTITUTO TECNICO EMPRESARIAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,1778,1863
03-01-0167-46,03-01-1121-46,93.5483870967742,93.61702127659575,True,INSTITUTO TECNOLOGICO EMPRESARIAL,INSTITUTO TECNICO EMPRESARIAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,1796,1863
03-01-0127-46,03-01-1250-46,93.5483870967742,85.71428571428572,True,INSTITUTO TECNOLOGICO EMPRESARIAL,INSTITUTO TECNICO EMPRESARIAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,1776,1875
06-06-0023-46,06-06-1797-46,93.47826086956522,32.6530612244898,True,"COLEGIO PARTICULAR MIXTO BILINGÜE ""VILLA REAL""",COLEGIO PARTICULAR MIXTO BILINGUE 'VILLA REAL',SANTA ROSA,ORATORIO,2995,3003
01-15-0345-46,01-15-0520-46,93.33333333333333,100.0,False,LICEO VALLE DEL SOL 4A.,LICEO VALLES DEL SOL 4,GUATEMALA,VILLA NUEVA,7526,7568
05-06-0036-46,05-06-2771-46,93.33333333333333,61.53846153846154,True,LICEO TECNOLOGICO MODERNO DE TIQUISATE LITEMOTI 1A.,"LICEO TECNOLÓGICO MODERNO DE TIQUISATE, LITEMOTI 1ERA,",ESCUINTLA,TIQUISATE,5917,5979
01-14-0157-46,01-14-0169-46,93.10344827586206,30.76923076923077,True,LICEO CRISTIANO BETH SHALOM SUR,LICEO CRISTIANO BETH SHALOM,GUATEMALA,AMATITLAN,7333,7340
15-04-0269-46,15-04-0272-46,92.91338582677166,100.0,False,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA CASERÍO CHIRRAMOS,","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA CASERÍO CHITOMAX,",BAJA VERAPAZ,CUBULCO INED,4624,4627
01-10-0153-46,01-10-0200-46,92.85714285714286,97.72727272727273,True,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,GUATEMALA,SAN JUAN SACATEPEQUEZ,7102,7115
01-15-0584-46,01-15-0803-46,92.7536231884058,52.542372881355924,True,LICEO INTERCULTURAL DE GUATEMALA II,LICEO INTERCULTURAL DE GUATEMALA 3,GUATEMALA,VILLA NUEVA,7589,7690
01-15-2406-46,01-15-2791-46,92.66055045871559,100.0,False,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO 4A AVE. 6-29,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO' 4A AVE. 6-29,GUATEMALA,VILLA NUEVA,7723,7732
08-05-0123-46,08-05-0306-46,92.63157894736842,100.0,False,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,TOTONICAPAN,MOMOSTENANGO,3848,3855
08-03-0031-46,08-03-0065-46,92.63157894736842,100.0,False,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,TOTONICAPAN,SAN FRANCISCO EL ALTO,3833,3842
13-32-0050-46,13-32-7023-46,92.5,100.0,True,COLEGIO PARROQUIAL MONSEÑOR ANDRÉS GIRÓN,COLEGIO PARROQUIAL MONSE%OR ANDRES GIRON,HUEHUETENANGO,UNION CANTINIL,8712,8716
03-02-0030-46,03-02-0047-46,92.5,80.45977011494253,True,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,SACATEPEQUEZ,JOCOTENANGO,1903,1904
05-01-0274-46,05-01-0303-46,92.3076923076923,100.0,True,LICEO EDUCATIVO TECNICO EVANGELICO 1ERA,LICEO EDUCATIVO TÉCNICO EVANGÉLICO 1RA.,ESCUINTLA,ESCUINTLA,5543,5554
09-01-0352-46,09-01-3813-46,92.15686274509804,95.65217391304348,False,COLEGIO PRIVADO URBANO MIXTO EL VALLE DE OCCIDENTE,"COLEGIO PRIVADO URBANO MIXTO ""EL VALLE DE OCCIDENTE""",QUETZALTENANGO,QUETZALTENANGO,588,756
06-08-0089-46,06-08-2040-46,92.10526315789474,100.0,True,COLEGIO TÉCNICO DE COMPUTACIÓN C.T.S.,COLEGIO TECNICO DE COMPUTACION 'C.T.S.',SANTA ROSA,CHIQUIMULILLA,3027,3054
01-13-0100-46,01-13-0104-46,91.97080291970804,71.11111111111111,True,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES 1ERA. AV. 7-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES 1A.,GUATEMALA,FRAIJANES,7253,7255
17-13-0126-46,17-13-0129-46,91.83673469387756,100.0,True,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO- GEDIMA,PETEN,LAS CRUCES,483,484
17-13-0129-46,17-13-0154-46,91.83673469387756,100.0,False,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO- GEDIMA,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,PETEN,LAS CRUCES,484,496
05-10-0019-46,05-10-0032-46,91.80327868852459,100.0,True,CENTRO EDUCATIVO JOSE MARTI 5A.,CENTRO EDUCATIVO JOSÉ MARTÍ 5A,ESCUINTLA,IZTAPA,6088,6094
05-10-0020-46,05-10-0033-46,91.80327868852459,100.0,True,CENTRO EDUCATIVO JOSE MARTI 5A.,CENTRO EDUCATIVO JOSÉ MARTÍ 5A,ESCUINTLA,IZTAPA,6089,6095
11-01-0249-46,11-01-0250-46,91.80327868852459,100.0,False,"CENTRO EDUCATIVO RETALTECO DE FORMACIÓN Y CAPACITACIÓN ""DON BOSCO""","CENTRO EDUCATIVO DE FORMACIÓN Y CAPACITACIÓN ""DON BOSCO""",RETALHULEU,RETALHULEU,1442,1443
05-02-0057-46,05-02-0058-46,91.30434782608697,100.0,True,LICEO MIXTO SAN JOSE 1,LICEO MIXTO SAN JOSÉ 1A.,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5718,5719
13-01-7111-46,13-01-7133-46,91.22807017543859,100.0,True,COLEGIO EVANGÉLICO PARA ADULTOS GUATEMALTECOS EL SHADDAI,COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS 'EL SHADDAI',HUEHUETENANGO,HUEHUETENANGO,8299,8301
05-01-0320-46,05-01-0348-46,91.12426035502959,46.15384615384615,True,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ 4TA .AV.SUR 15-20,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ 4TA.,ESCUINTLA,ESCUINTLA,5564,5580
18-01-2823-46,18-01-2830-46,91.11111111111111,69.6969696969697,True,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP 7AV. ENTRE 14 Y 15,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP 7A.",IZABAL,PUERTO BARRIOS,8869,8872
12-15-0159-46,12-15-0168-46,90.9090909090909,100.0,False,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEIBA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,SAN MARCOS,MALACATAN,2639,2646
12-02-0195-46,12-02-0196-46,90.9090909090909,100.0,False,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEIBA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,2304,2305
22-01-0348-46,22-01-0356-46,90.9090909090909,97.67441860465115,False,"LICEO BILINGUE INTERAMERICANO 117.5 CARRETERA INTERAMERICANA,","LICEO BILINGUE INTERAMERICANO CARRETERA INTERAMERICANA KILOMETRO 117.5,",JUTIAPA,JUTIAPA,9366,9371
